Giong_Lua,Mat_Do_Sa,Nhiet_Do,Do_Am,Mau_La,Tinh_Trang_Benh,Phuong_Phap
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
VD20,low,low,high,5,0,0
VD20,low,low,high,5,1,7
VD20,low,low,high,5,2,8
VD20,low,low,high,5,3,9
VD20,low,low,high,5,4,10
VD20,low,low,high,5,5,11
JASMIN85,low,high,high,4,1,0
JASMIN85,low,high,high,4,0,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
VD20,low,high,low,4,0,0
VD20,low,high,low,4,1,33
VD20,low,high,low,4,2,34
VD20,low,high,low,4,3,35
VD20,low,high,low,4,4,36
VD20,low,high,low,4,5,37
OM1490,low,high,high,4,0,0
OM1490,low,high,high,4,1,33
OM1490,low,high,high,4,2,34
OM1490,low,high,high,4,3,35
OM1490,low,high,high,4,4,36
OM1490,low,high,high,4,5,37
OM576,low,high,high,3,0,0
OM576,low,high,high,3,1,33
OM576,low,high,high,3,2,34
OM576,low,high,high,3,3,35
OM576,low,high,high,3,4,36
OM576,low,high,high,3,5,37
VND95-20,low,high,high,4,0,0
VND95-20,low,high,high,4,1,33
VND95-20,low,high,high,4,2,34
VND95-20,low,high,high,4,3,35
VND95-20,low,high,high,4,4,36
VND95-20,low,high,high,4,5,37
OMCS2000,low,low,high,3,0,0
OMCS2000,low,low,high,3,1,33
OMCS2000,low,low,high,3,2,34
OMCS2000,low,low,high,3,3,35
OMCS2000,low,low,high,3,4,36
OMCS2000,low,low,high,3,5,37
OM1490,low,low,high,3,0,0
OM1490,low,low,high,3,1,33
OM1490,low,low,high,3,2,34
OM1490,low,low,high,3,3,35
OM1490,low,low,high,3,4,36
OM1490,low,low,high,3,5,37
IR50404,low,low,high,4,0,0
IR50404,low,low,high,4,1,33
IR50404,low,low,high,4,2,34
IR50404,low,low,high,4,3,35
IR50404,low,low,high,4,4,36
IR50404,low,low,high,4,5,37
OM576,low,high,low,4,0,0
OM576,low,high,low,4,1,33
OM576,low,high,low,4,2,34
OM576,low,high,low,4,3,35
OM576,low,high,low,4,4,36
OM576,low,high,low,4,5,37
MTL250,low,low,low,3,0,0
MTL250,low,low,low,3,1,28
MTL250,low,low,low,3,2,29
MTL250,low,low,low,3,3,30
MTL250,low,low,low,3,4,31
MTL250,low,low,low,3,5,32
OM2517,low,low,low,3,0,0
OM2517,low,low,low,3,1,28
OM2517,low,low,low,3,2,29
OM2517,low,low,low,3,3,30
OM2517,low,low,low,3,4,31
OM2517,low,low,low,3,5,32
OM2517,low,high,low,4,0,0
OM2517,low,high,low,4,1,28
OM2517,low,high,low,4,2,29
OM2517,low,high,low,4,3,30
OM2517,low,high,low,4,4,31
OM2517,low,high,low,4,5,32
MTL250,low,high,low,4,0,0
MTL250,low,high,low,4,1,28
MTL250,low,high,low,4,2,29
MTL250,low,high,low,4,3,30
MTL250,low,high,low,4,4,31
MTL250,low,high,low,4,5,32
VD20,low,high,high,5,0,0
VD20,low,high,high,5,1,7
VD20,low,high,high,5,2,8
VD20,low,high,high,5,3,9
VD20,low,high,high,5,4,10
VD20,low,high,high,5,5,11
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,high,high,5,0,0
JASMIN85,low,high,high,5,1,7
JASMIN85,low,high,high,5,2,8
JASMIN85,low,high,high,5,3,9
JASMIN85,low,high,high,5,4,10
JASMIN85,low,high,high,5,5,11
OM2517,low,high,high,4,0,0
OM2517,low,high,high,4,1,28
OM2517,low,high,high,4,2,29
OM2517,low,high,high,4,3,30
OM2517,low,high,high,4,4,31
OM2517,low,high,high,4,5,32
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,low,high,5,0,0
JASMIN85,low,low,high,5,1,7
JASMIN85,low,low,high,5,2,8
JASMIN85,low,low,high,5,3,9
JASMIN85,low,low,high,5,4,10
JASMIN85,low,low,high,5,5,11
VD20,low,high,high,4,0,0
VD20,low,high,high,4,1,33
VD20,low,high,high,4,2,34
VD20,low,high,high,4,3,35
VD20,low,high,high,4,4,36
VD20,low,high,high,4,5,37
OM1490,low,high,high,5,0,0
OM1490,low,high,high,5,1,7
OM1490,low,high,high,5,2,8
OM1490,low,high,high,5,3,9
OM1490,low,high,high,5,4,10
OM1490,low,high,high,5,5,11
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
VD20,low,high,high,5,0,0
VD20,low,high,high,5,1,7
VD20,low,high,high,5,2,8
VD20,low,high,high,5,3,9
VD20,low,high,high,5,4,10
VD20,low,high,high,5,5,11
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,5,0,0
JASMIN85,low,low,high,5,1,7
JASMIN85,low,low,high,5,2,8
JASMIN85,low,low,high,5,3,9
JASMIN85,low,low,high,5,4,10
JASMIN85,low,low,high,5,5,11
OM2517,low,low,high,4,0,0
OM2517,low,low,high,4,1,28
OM2517,low,low,high,4,2,29
OM2517,low,low,high,4,3,30
OM2517,low,low,high,4,4,31
OM2517,low,low,high,4,5,32
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,low,low,4,0,0
JASMIN85,low,low,low,4,1,33
JASMIN85,low,low,low,4,2,34
JASMIN85,low,low,low,4,3,35
JASMIN85,low,low,low,4,4,36
JASMIN85,low,low,low,4,5,37
VD20,low,low,low,4,0,0
VD20,low,low,low,4,1,33
VD20,low,low,low,4,2,34
VD20,low,low,low,4,3,35
VD20,low,low,low,4,4,36
VD20,low,low,low,4,5,37
OM1490,low,high,high,5,0,0
OM1490,low,high,high,5,1,7
OM1490,low,high,high,5,2,8
OM1490,low,high,high,5,3,9
OM1490,low,high,high,5,4,10
OM1490,low,high,high,5,5,11
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
VD20,low,high,low,5,0,0
VD20,low,high,low,5,1,7
VD20,low,high,low,5,2,8
VD20,low,high,low,5,3,9
VD20,low,high,low,5,4,10
VD20,low,high,low,5,5,11
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
OM2517,low,low,high,4,0,0
OM2517,low,low,high,4,1,28
OM2517,low,low,high,4,2,29
OM2517,low,low,high,4,3,30
OM2517,low,low,high,4,4,31
OM2517,low,low,high,4,5,32
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,low,high,5,0,0
JASMIN85,low,low,high,5,1,7
JASMIN85,low,low,high,5,2,8
JASMIN85,low,low,high,5,3,9
JASMIN85,low,low,high,5,4,10
JASMIN85,low,low,high,5,5,11
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
OM1490,low,high,high,4,0,0
OM1490,low,high,high,4,1,33
OM1490,low,high,high,4,2,34
OM1490,low,high,high,4,3,35
OM1490,low,high,high,4,4,36
OM1490,low,high,high,4,5,37
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
VD20,low,high,high,5,0,0
VD20,low,high,high,5,1,7
VD20,low,high,high,5,2,8
VD20,low,high,high,5,3,9
VD20,low,high,high,5,4,10
VD20,low,high,high,5,5,11
JASMIN85,low,low,high,3,0,0
JASMIN85,low,low,high,3,1,33
JASMIN85,low,low,high,3,2,34
JASMIN85,low,low,high,3,3,35
JASMIN85,low,low,high,3,4,36
JASMIN85,low,low,high,3,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
OM2517,low,low,high,4,0,0
OM2517,low,low,high,4,1,28
OM2517,low,low,high,4,2,29
OM2517,low,low,high,4,3,30
OM2517,low,low,high,4,4,31
OM2517,low,low,high,4,5,32
JASMIN85,low,high,low,3,0,0
JASMIN85,low,high,low,3,1,33
JASMIN85,low,high,low,3,2,34
JASMIN85,low,high,low,3,3,35
JASMIN85,low,high,low,3,4,36
JASMIN85,low,high,low,3,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
OM1490,low,high,low,4,1,0
OM1490,low,high,low,4,1,33
OM1490,low,high,low,4,2,34
OM1490,low,high,low,4,3,35
OM1490,low,high,low,4,4,36
OM1490,low,high,low,4,1,37
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
OM2517,low,high,low,4,0,0
OM2517,low,high,low,4,1,28
OM2517,low,high,low,4,2,29
OM2517,low,high,low,4,3,30
OM2517,low,high,low,4,4,31
OM2517,low,high,low,4,5,32
OM1490,low,low,high,4,0,0
OM1490,low,low,high,4,1,33
OM1490,low,low,high,4,2,34
OM1490,low,low,high,4,3,35
OM1490,low,low,high,4,4,36
OM1490,low,low,high,4,5,37
IR50404,low,low,high,5,0,0
IR50404,low,low,high,5,1,7
IR50404,low,low,high,5,2,8
IR50404,low,low,high,5,3,9
IR50404,low,low,high,5,4,10
IR50404,low,low,high,5,5,11
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
JASMIN85,low,low,low,4,0,0
JASMIN85,low,low,low,4,1,33
JASMIN85,low,low,low,4,2,34
JASMIN85,low,low,low,4,3,35
JASMIN85,low,low,low,4,4,36
5,low,low,low,4,5,37
OM1490,low,high,high,5,0,0
OM1490,low,high,high,5,1,7
OM1490,low,high,high,5,2,8
OM1490,low,high,high,5,3,9
OM1490,low,high,high,5,4,10
OM1490,low,high,high,5,5,11
JASMIN85,low,high,low,4,0,0
JASMIN85,low,high,low,4,1,33
JASMIN85,low,high,low,4,2,34
JASMIN85,low,high,low,4,3,35
JASMIN85,low,high,low,4,4,36
JASMIN85,low,high,low,4,5,37
OM1490,low,high,high,5,0,0
OM1490,low,high,high,5,1,7
OM1490,low,high,high,5,2,8
OM1490,low,high,high,5,3,9
OM1490,low,high,high,5,4,10
OM1490,low,high,high,5,5,11
OM1490,low,high,high,4,0,0
OM1490,low,high,high,4,1,33
OM1490,low,high,high,4,2,34
OM1490,low,high,high,4,3,35
OM1490,low,high,high,4,4,36
OM1490,low,high,high,4,5,37
OM576,low,high,low,3,0,0
OM576,low,high,low,3,1,33
OM576,low,high,low,3,2,34
OM576,low,high,low,3,3,35
OM576,low,high,low,3,4,36
OM576,low,high,low,3,5,37
VD20,low,high,low,5,0,0
VD20,low,high,low,5,1,7
VD20,low,high,low,5,2,8
VD20,low,high,low,5,3,9
VD20,low,high,low,5,4,10
VD20,low,high,low,5,5,11
OM1490,low,high,high,4,0,0
OM1490,low,high,high,4,1,33
OM1490,low,high,high,4,2,34
OM1490,low,high,high,4,3,35
OM1490,low,high,high,4,4,36
OM1490,low,high,high,4,5,37
VND95-20,low,high,high,3,0,0
VND95-20,low,high,high,3,1,28
VND95-20,low,high,high,3,2,29
VND95-20,low,high,high,3,3,30
VND95-20,low,high,high,3,4,31
VND95-20,low,high,high,3,5,32
OM1490,low,high,high,2,0,0
OM1490,low,high,high,2,1,33
OM1490,low,high,high,2,2,34
OM1490,low,high,high,2,3,35
OM1490,low,high,high,2,4,36
OM1490,low,high,high,2,5,37
OMCS2000,low,high,high,4,0,0
OMCS2000,low,high,high,4,1,33
OMCS2000,low,high,high,4,2,34
OMCS2000,low,high,high,4,3,35
OMCS2000,low,high,high,4,4,36
OMCS2000,low,high,high,4,5,37
MTL250,low,high,high,4,0,0
MTL250,low,high,high,4,1,28
MTL250,low,high,high,4,2,29
MTL250,low,high,high,4,3,30
MTL250,low,high,high,4,4,31
MTL250,low,high,high,4,5,32
OM1490,low,low,high,4,0,0
OM1490,low,low,high,4,1,33
OM1490,low,low,high,4,2,34
OM1490,low,low,high,4,3,35
OM1490,low,low,high,4,4,36
OM1490,low,low,high,4,5,37
OMCS2000,low,low,high,4,0,0
OMCS2000,low,low,high,4,1,33
OMCS2000,low,low,high,4,2,34
OMCS2000,low,low,high,4,3,35
OMCS2000,low,low,high,4,4,36
OMCS2000,low,low,high,4,5,37
OM576,low,high,low,4,0,0
OM576,low,high,low,4,1,33
OM576,low,high,low,4,2,34
OM576,low,high,low,4,3,35
OM576,low,high,low,4,4,36
OM576,low,high,low,4,5,37
OM1490,low,high,low,4,0,0
OM1490,low,high,low,4,1,33
OM1490,low,high,low,4,2,34
OM1490,low,high,low,4,3,35
OM1490,low,high,low,4,4,36
OM1490,low,high,low,4,5,37
OM2279,low,high,low,4,0,0
OM2279,low,high,low,4,1,28
OM2279,low,high,low,4,2,29
OM2279,low,high,low,4,3,30
OM2279,low,high,low,4,4,31
OM2279,low,high,low,4,5,32
OM3240,low,high,low,4,0,0
OM3240,low,high,low,4,1,28
OM3240,low,high,low,4,2,29
OM3240,low,high,low,4,3,30
OM3240,low,high,low,4,4,31
OM3240,low,high,low,4,5,32
IR50404,low,high,low,3,0,0
IR50404,low,high,low,3,1,33
IR50404,low,high,low,3,2,34
IR50404,low,high,low,3,3,35
IR50404,low,high,low,3,4,36
IR50404,low,high,low,3,5,37
OM576,low,low,high,5,0,0
OM576,low,low,high,5,1,7
OM576,low,low,high,5,2,8
OM576,low,low,high,5,3,9
OM576,low,low,high,5,4,10
OM576,low,low,high,5,5,11
OM2395,low,low,low,5,0,0
OM2395,low,low,low,5,1,23
OM2395,low,low,low,5,2,24
OM2395,low,low,low,5,3,25
OM2395,low,low,low,5,4,26
OM2395,low,low,low,5,5,27
OM576,low,low,low,5,0,0
OM576,low,low,low,5,1,7
OM576,low,low,low,5,2,8
OM576,low,low,low,5,3,9
OM576,low,low,low,5,4,10
OM576,low,low,low,5,5,11
VND95-20,low,low,low,4,0,0
VND95-20,low,low,low,4,1,28
VND95-20,low,low,low,4,2,29
VND95-20,low,low,low,4,3,30
VND95-20,low,low,low,4,4,31
VND95-20,low,low,low,4,5,32
OM1490,low,high,low,4,0,0
OM1490,low,high,low,4,1,33
OM1490,low,high,low,4,2,34
OM1490,low,high,low,4,3,35
OM1490,low,high,low,4,4,36
OM1490,low,high,low,4,5,37
OM576,low,high,low,3,0,0
OM576,low,high,low,3,1,33
OM576,low,high,low,3,2,34
OM576,low,high,low,3,3,35
OM576,low,high,low,3,4,36
OM576,low,high,low,3,5,37
OM3240,low,high,low,3,0,0
OM3240,low,high,low,3,1,28
OM3240,low,high,low,3,2,29
OM3240,low,high,low,3,3,30
OM3240,low,high,low,3,4,31
OM3240,low,high,low,3,5,32
OM1490,low,high,high,3,0,0
OM1490,low,high,high,3,1,33
OM1490,low,high,high,3,2,34
OM1490,low,high,high,3,3,35
OM1490,low,high,high,3,4,36
OM1490,low,high,high,3,5,37
OM1490,low,high,high,4,0,0
OM1490,low,high,high,4,1,33
OM1490,low,high,high,4,2,34
OM1490,low,high,high,4,3,35
OM1490,low,high,high,4,4,36
OM1490,low,high,high,4,5,37
AS996,low,high,high,4,0,0
AS996,low,high,high,4,1,28
AS996,low,high,high,4,2,29
AS996,low,high,high,4,3,30
AS996,low,high,high,4,4,31
AS996,low,high,high,4,5,32
VD20,low,low,high,5,0,0
VD20,low,low,high,5,1,7
VD20,low,low,high,5,2,8
VD20,low,low,high,5,3,9
VD20,low,low,high,5,4,10
VD20,low,low,high,5,5,11
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
IR64,low,high,high,4,0,0
IR64,low,high,high,4,1,28
IR64,low,high,high,4,2,29
IR64,low,high,high,4,3,30
IR64,low,high,high,4,4,31
IR64,low,high,high,4,5,32
VD20,low,high,high,4,0,0
VD20,low,high,high,4,1,33
VD20,low,high,high,4,2,34
VD20,low,high,high,4,3,35
VD20,low,high,high,4,4,36
VD20,low,high,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
VD20,low,low,high,5,0,0
VD20,low,low,high,5,1,7
VD20,low,low,high,5,2,8
VD20,low,low,high,5,3,9
VD20,low,low,high,5,4,10
VD20,low,low,high,5,5,11
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,low,low,4,0,0
JASMIN85,low,low,low,4,1,33
JASMIN85,low,low,low,4,2,34
JASMIN85,low,low,low,4,3,35
JASMIN85,low,low,low,4,4,36
JASMIN85,low,low,low,4,5,37
JASMIN85,low,low,low,4,0,0
JASMIN85,low,low,low,4,1,33
JASMIN85,low,low,low,4,2,34
JASMIN85,low,low,low,4,3,35
JASMIN85,low,low,low,4,4,36
JASMIN85,low,low,low,4,5,37
IR64,low,high,low,5,0,0
IR64,low,high,low,5,1,23
IR64,low,high,low,5,2,24
IR64,low,high,low,5,3,25
IR64,low,high,low,5,4,26
IR64,low,high,low,5,5,27
VD20,low,low,low,4,0,0
VD20,low,low,low,4,1,33
VD20,low,low,low,4,2,34
VD20,low,low,low,4,3,35
VD20,low,low,low,4,4,36
VD20,low,low,low,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,low,4,0,0
JASMIN85,low,low,low,4,1,33
JASMIN85,low,low,low,4,2,34
JASMIN85,low,low,low,4,3,35
JASMIN85,low,low,low,4,4,36
JASMIN85,low,low,low,4,5,37
JASMIN85,low,low,high,3,0,0
JASMIN85,low,low,high,3,1,33
JASMIN85,low,low,high,3,2,34
JASMIN85,low,low,high,3,3,35
JASMIN85,low,low,high,3,4,36
JASMIN85,low,low,high,3,5,37
VD20,low,low,high,4,0,0
VD20,low,low,high,4,1,33
VD20,low,low,high,4,2,34
VD20,low,low,high,4,3,35
VD20,low,low,high,4,4,36
VD20,low,low,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
IR64,low,high,high,5,0,0
IR64,low,high,high,5,1,23
IR64,low,high,high,5,2,24
IR64,low,high,high,5,3,25
IR64,low,high,high,5,4,26
IR64,low,high,high,5,5,27
VD20,low,high,low,4,0,0
VD20,low,high,low,4,1,33
VD20,low,high,low,4,2,34
VD20,low,high,low,4,3,35
VD20,low,high,low,4,4,36
VD20,low,high,low,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
JASMIN85,low,low,high,4,3,35
JASMIN85,low,low,high,4,4,36
JASMIN85,low,low,high,4,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
VD20,low,low,high,3,0,0
VD20,low,low,high,3,1,33
VD20,low,low,high,3,2,34
VD20,low,low,high,3,3,35
VD20,low,low,high,3,4,36
VD20,low,low,high,3,5,37
JASMIN85,low,high,high,4,0,0
JASMIN85,low,high,high,4,1,33
JASMIN85,low,high,high,4,2,34
JASMIN85,low,high,high,4,3,35
JASMIN85,low,high,high,4,4,36
JASMIN85,low,high,high,4,5,37
JASMIN85,low,high,high,5,0,0
JASMIN85,low,high,high,5,1,7
JASMIN85,low,high,high,5,2,8
JASMIN85,low,high,high,5,3,9
JASMIN85,low,high,high,5,4,10
JASMIN85,low,high,high,5,5,11
JASMIN85,low,high,high,5,0,0
JASMIN85,low,high,high,5,1,7
JASMIN85,low,high,high,5,2,8
JASMIN85,low,high,high,5,3,9
JASMIN85,low,high,high,5,4,10
JASMIN85,low,high,high,5,5,11
JASMIN85,low,low,high,4,0,0
JASMIN85,low,low,high,4,1,33
JASMIN85,low,low,high,4,2,34
